area,things,location,size,ciy_part,non_city_part,non_city_sub,date,items,tranf,height,tpye,usage,material,compele_year,tranf_area,house,hall,toilet,part_house,org,total_price,price_per_m,car_tpye,car_area,car_price
中西區,房地(土地+建物),臺南市中西區大新街31~60號,90.0,住,,,10302,土地2建物1車位0,全,003,透天厝,住商用,鋼筋混凝土構造,0681106,196.99,6,1,3,有,無,8500000,43149,,0.0,0
安平區,房地(土地+建物)+車位,臺南市安平區郡平路181~210號,13.55,住,,,10303,土地1建物1車位1,十二層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0880622,112.6,3,2,2,有,有,5500000,48845,坡道平面,0.0,0
中西區,房地(土地+建物),臺南市中西區文和街91~120號,70.79,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土構造,0830105,125.51,6,2,3,有,無,2800000,22309,,0.0,0
北區,房地(土地+建物)+車位,臺南市北區中華北路一段362巷31~60號,65.32,住,,,10303,土地1建物1車位1,全,004,透天厝,住家用,鋼筋混凝土構造,0840325,171.22,4,2,3,有,無,6800000,39715,一樓平面,0.0,0
北區,房地(土地+建物)+車位,臺南市北區北園街31~60號,8.82,商,,,10302,土地2建物1車位1,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0870420,78.78,2,2,1,有,有,2950000,37446,坡道機械,10.36,0
北區,房地(土地+建物),臺南市北區文賢二街117巷31~60號,89.0,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土構造,0780907,157.34,6,1,6,有,無,9700000,61650,,0.0,0
安平區,房地(土地+建物),臺南市安平區怡平路442巷61~90號,22.04,住,,,10304,土地1建物1車位0,三層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0820903,116.8,3,1,2,有,有,2850000,24401,,0.0,0
北區,房地(土地+建物),臺南市北區公園南路362巷1~30號,10.66,住,,,10303,土地1建物1車位0,四層,025,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840104,131.09,3,2,2,有,無,5100000,38905,,0.0,0
北區,房地(土地+建物)+車位,臺南市北區長榮路五段301~330號,31.93,住,,,10303,土地1建物1車位1,六層,013,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土構造,0911227,143.07999999999998,3,2,2,有,有,4800000,33548,坡道平面,0.0,0
北區,房地(土地+建物),臺南市北區公園南路362巷1~30號,10.66,住,,,10303,土地1建物1車位0,四層,025,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840104,131.09,3,2,2,有,有,5100000,38905,,0.0,0
北區,房地(土地+建物),臺南市北區成功路571~600號,2.73,住,,,10303,土地1建物1車位0,十二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840307,30.08,1,0,0,有,有,780000,25931,,0.0,0
北區,房地(土地+建物),臺南市北區市北區賢北里和緯路五段121~150號,164.8,住,,,10303,土地1建物1車位0,全,005,透天厝,見其他登記事項,鋼筋混凝土構造,0861203,525.31,8,2,8,有,無,36800000,70054,,0.0,0
安平區,房地(土地+建物),臺南市安平區建平八街450巷1~30號,16.56,住,,,10303,土地2建物1車位0,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830330,122.43,3,2,2,有,有,4300000,35122,,0.0,0
北區,房地(土地+建物),臺南市北區北園街8巷1~30號,3.23,商,,,10303,土地1建物1車位0,四層,019,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0851202,34.2,0,0,0,無,有,1100000,32164,,0.0,0
安平區,房地(土地+建物),臺南市安平區育平八街31~60號,21.97,住,,,10303,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0821018,121.4,3,2,2,有,有,4030000,33196,,0.0,0
北區,房地(土地+建物),臺南市北區成功路1~30號,14.5,住,,,10212,土地3建物2車位0,九層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0731228,181.3,4,4,2,有,無,2700000,14892,,0.0,0
北區,房地(土地+建物),臺南市北區公園南路331~360號,8.55,住,,,10303,土地2建物1車位0,五層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0971219,77.53,2,2,1,有,有,4160000,53657,,0.0,0
北區,房地(土地+建物),臺南市北區成功路238巷61~90號,19.95,商,,,10303,土地2建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0710316,66.63,3,1,1,有,無,1420000,21312,,0.0,0
安平區,房地(土地+建物),臺南市安平區世平一街8巷31~60號,99.0,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,見其他登記事項,1021213,196.35,5,2,5,有,無,10000000,50929,,0.0,0
北區,房地(土地+建物),臺南市北區北門路二段547巷31~60號,32.06,住,,,10303,土地1建物1車位0,八層,010,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0930329,145.55,3,2,2,有,有,4500000,30917,,0.0,0
安南區,房地(土地+建物),臺南市安南區長溪路三段380巷125弄151~180號,119.07,住,,,10302,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020419,243.93,5,2,4,有,無,7000000,28697,,0.0,0
安南區,房地(土地+建物),臺南市安南區安中路四段290巷291弄1~30號,110.59,住,,,10302,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020819,222.4,5,2,5,有,無,8380000,37680,,0.0,0
安南區,土地,海西段451~480地號,3330.43,農,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11585675,3479,,0.0,0
安南區,土地,總安段181~210地號,155.76,住,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3919958,25167,,0.0,0
安南區,土地,總安段181~210地號,10.52,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,280042,26620,,0.0,0
安南區,房地(土地+建物),臺南市安南區安中路一段702巷1~30號,42.25,住,,,10303,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0700907,91.74,3,2,2,有,無,1900000,20711,,0.0,0
安南區,土地,四草段121~150地號,1620.08,其他,,,10303,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3888192,2400,,0.0,0
安南區,房地(土地+建物),臺南市安南區義安街100巷1~30號,88.92,住,,,10302,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0701021,108.83,6,2,3,有,無,5000000,45943,,0.0,0
安南區,房地(土地+建物),臺南市安南區北安路三段394巷20弄1~30號,96.29,住,,,10303,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020717,192.49,5,2,3,有,無,8750000,45457,,0.0,0
安南區,房地(土地+建物),臺南市安南區北安路三段394巷20弄31~60號,96.29,住,,,10303,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020717,192.49,5,2,3,有,無,10880000,56522,,0.0,0
安南區,房地(土地+建物),臺南市安南區淵東里本原街三段234巷106弄61~90號,88.84,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030109,151.3,4,2,3,有,無,6600000,43622,,0.0,0
安南區,房地(土地+建物),臺南市安南區海環街715巷89弄1~30號,321.5,住,,,10303,土地2建物1車位0,全,001,透天厝,住家用,磚造,0621001,116.43,3,2,1,有,無,4900000,42085,,0.0,0
安南區,房地(土地+建物),臺南市安南區溪東里府安路五段11巷59弄31~60號,95.0,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0740423,115.71,3,2,2,有,無,3050000,26359,,0.0,0
安南區,房地(土地+建物),臺南市安南區府安路五段230巷1~30號,107.09,住,,,10303,土地1建物1車位0,全,003,透天厝,見其他登記事項,鋼筋混凝土造,1020726,192.99,5,2,3,有,無,11500000,59589,,0.0,0
安南區,建物,臺南市安南區安富街271~300號,0.0,,,,10303,土地0建物1車位0,全,002,透天厝,住商用,加強磚造,0790516,94.6,3,2,2,有,無,150000,1586,,0.0,0
安南區,房地(土地+建物),臺南市安南區育安街211~240號,130.84,住,,,10303,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1020917,258.22,6,2,3,有,無,13800000,53443,,0.0,0
安南區,土地,溪墘段1231~1260地號,2501.23,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,101355704,40522,,0.0,0
東區,房地(土地+建物),臺南市東區利東街31~60號,13.63,住,,,10303,土地1建物1車位0,九層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0840810,66.17,4,1,1,有,有,2200000,33248,,0.0,0
東區,房地(土地+建物)+車位,臺南市東區東光路二段58巷1~30號,20.19,住,,,10302,土地1建物1車位1,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830629,91.36,3,2,2,有,有,4800000,52539,坡道平面,0.0,0
東區,房地(土地+建物),臺南市東區育樂街57巷2弄1~30號,16.0,商,,,10303,土地1建物1車位0,一層,003,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0680212,20.21,1,0,1,有,無,600000,29688,,0.0,0
南區,房地(土地+建物),臺南市南區金華路二段9巷1~30號,40.75,住,,,10303,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0670509,76.48,3,2,1,有,無,1900000,24843,,0.0,0
南區,房地(土地+建物),臺南市南區中華西路一段16巷1~30號,33.8,住,,,10303,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土構造,0711129,93.25,3,2,2,有,無,3200000,34316,,0.0,0
東區,房地(土地+建物),臺南市東區東興路31~60號,78.0,住,,,10303,土地1建物1車位0,一層，二層，三層，四層，五層，屋頂突出物，騎樓，地下層,005,店面(店鋪),住商用,鋼筋混凝土構造,0830709,350.27,8,2,9,有,無,20800000,59383,,0.0,0
東區,房地(土地+建物)+車位,臺南市東區仁東街61~90號,29.9,住,,,10303,土地1建物1車位1,一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0870919,162.16,4,2,2,有,有,5700000,35150,坡道平面,0.0,0
南區,房地(土地+建物),臺南市南區新建路39巷1~30號,34.23,住,,,10303,土地1建物1車位0,一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0851108,184.21,4,2,2,有,有,5000000,27143,,0.0,0
東區,房地(土地+建物),臺南市東區府連路331~360號,87.0,住,,,10301,土地1建物1車位0,一層，二層，三層，屋頂突出物，騎樓,003,店面(店鋪),住商用,鋼筋混凝土構造,0730726,190.23,6,3,3,有,無,12500000,65710,,0.0,0
南區,房地(土地+建物),臺南市南區中華南路二段177巷1~30號,70.0,住,,,10303,土地1建物1車位0,全,002,透天厝,住商用,鋼筋混凝土構造,0771212,108.59,3,2,3,有,無,4500000,41440,,0.0,0
東區,房地(土地+建物),臺南市東區東榮街115巷31~60號,76.0,住,,,10303,土地2建物1車位0,全,003,透天厝,住家用,鋼筋混凝土構造,0650730,125.91,8,0,8,有,無,8050000,63935,,0.0,0
東區,房地(土地+建物),臺南市東區東成街185巷91~120號,21.93,住,,,10303,土地3建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0810416,123.89,3,2,2,有,有,4700000,37937,,0.0,0
鹽水區,房地(土地+建物),臺南市鹽水區四維路200巷1~30號,7.85,住,,,10303,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841211,28.189999999999998,0,0,1,無,無,380000,13480,,0.0,0
新營區,房地(土地+建物),臺南市新營區隋唐街31巷31~60號,25.2,住,,,10302,土地1建物1車位0,七層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821207,130.76,3,2,2,有,有,2500000,19119,,0.0,0
鹽水區,房地(土地+建物),臺南市鹽水區橋南里20鄰新太路1~30號,97.5,住,,,10211,土地3建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,189.82,5,2,5,有,無,6050000,31872,,0.0,0
鹽水區,房地(土地+建物),臺南市鹽水區橋南里20鄰新太路1巷1~30號,95.33,住,,,10210,土地2建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030116,203.07,5,2,5,有,無,5580000,27478,,0.0,0
新營區,房地(土地+建物),臺南市新營區周武街91~120號,102.72,住,,,10303,土地2建物1車位0,全,002,透天厝,商業用,加強磚造,0670616,103.0,3,2,2,有,無,3200000,31068,,0.0,0
新營區,建物,臺南市新營區護鎮里後鎮1~30號,0.0,,,,10303,土地0建物1車位0,全,002,透天厝,住家用,加強磚造,0790811,93.24,3,2,2,有,無,400000,4290,,0.0,0
鹽水區,土地,飯店段2221~2250地號,3379.0,,特定農業區,農牧用地,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1250000,370,,0.0,0
麻豆區,土地,麻豆口段271~300地號,489.11,其他,,,10303,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,186890,382,,0.0,0
官田區,土地,番子田段421~450地號,172.0,住,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,920000,5349,,0.0,0
佳里區,土地,禮化段541~570地號,1849.0,,特定農業區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1479000,800,,0.0,0
將軍區,土地,角帶圍段1201~1230地號,3000.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,1000,,0.0,0
北門區,土地,渡子頭段61~90地號,3621.32,,一般農業區,農牧用地,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,497,,0.0,0
佳里區,土地,禮化段1381~1410地號,84.66,,鄉村區,乙種建築用地,10302,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,350400,4139,,0.0,0
北門區,土地,渡子頭段121~150地號,1433.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,620000,433,,0.0,0
七股區,土地,大埕段751~780地號,1850.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,1405,,0.0,0
西港區,房地(土地+建物),臺南市西港區慶安里32鄰新興街1~30號,102.75,住,,,10303,土地3建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1020626,193.13,4,2,5,有,無,6320000,32724,,0.0,0
新化區,建物,臺南市新化區民生路234巷57弄1~30號,0.0,,,,10302,土地0建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021126,199.46,5,1,3,有,無,2890000,14489,,0.0,0
新化區,土地,新平段751~780地號,84.82,住,,,10212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4350000,51285,,0.0,0
新化區,建物,臺南市新化區民生路234巷57弄1~30號,0.0,,,,10302,土地0建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021126,187.2,5,1,3,有,無,2350000,12553,,0.0,0
安定區,土地,安定段1051~1080地號,2265.0,農,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11500000,5077,,0.0,0
新市區,房地(土地+建物),臺南市新巿區新和里21鄰綠園一街1~30號,127.68,住,,,10302,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021231,260.0,6,2,6,有,無,8800000,33846,,0.0,0
新市區,房地(土地+建物),臺南市新巿區新和里21鄰銘傳街61~90號,172.98,住,,,10302,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021231,340.6,6,2,6,有,無,23500000,68996,,0.0,0
安定區,土地,新吉段541~570地號,1161.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6900000,5943,,0.0,0
安定區,土地,港口段2701~2730地號,59.0,,鄉村區,乙種建築用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,10169,,0.0,0
安定區,土地,港口段2701~2730地號,59.0,,鄉村區,乙種建築用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,10169,,0.0,0
善化區,房地(土地+建物),臺南市善化區大成路211~240號,81.11,住,,,10303,土地1建物1車位0,全,005,透天厝,見其他登記事項,鋼筋混凝土造,0941205,271.42,6,2,5,有,無,11100000,40896,,0.0,0
安定區,房地(土地+建物),臺南市安定區新吉31~60號,84.0,,特定農業區,甲種建築用地,10303,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,0941121,187.92,4,2,3,有,無,5230000,27831,,0.0,0
善化區,房地(土地+建物),臺南市善化區文化路1~30號,17.69,住,,,10303,土地1建物1車位0,十層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,103.02,3,2,2,有,有,3900000,37857,,0.0,0
仁德區,土地,清王段631~660地號,344.25,住,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3019933,8772,,0.0,0
關廟區,土地,下湖段511~540地號,3298.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10223800,3100,,0.0,0
關廟區,土地,下湖段481~510地號,965.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2991500,3100,,0.0,0
歸仁區,土地,昭德段61~90地號,3371.0,,一般農業區,農牧用地,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19636000,5825,,0.0,0
歸仁區,土地,歸仁北段391~420地號,6.4,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,23438,,0.0,0
仁德區,房地(土地+建物),臺南市仁德區中正路二段421~450號,109.34,住,,,10303,土地2建物1車位0,全,003,透天厝,住商用,鋼筋混凝土造,0731120,182.31,4,2,3,有,無,7250000,39767,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區看西里成功五街88巷1~30號,85.0,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0950627,136.19,3,2,3,有,無,6800000,49930,,0.0,0
歸仁區,土地,歸仁北段841~870地號,1006.0,住,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,36821552,36602,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區復國路31~60號,50.48,住,,,10302,土地1建物1車位1,三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960920,177.71,3,2,2,有,有,4900000,27573,坡道平面,0.0,0
永康區,房地(土地+建物),臺南市永康區復興路128巷1弄1~30號,38.02,住,,,10303,土地2建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710325,104.77,3,2,2,有,無,1400000,13363,,0.0,0
永康區,房地(土地+建物),臺南市永康區永大二路31~60號,11.99,商,,,10302,土地1建物1車位0,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821111,101.28,3,2,2,有,有,2800000,27646,,0.0,0
永康區,房地(土地+建物),臺南市永康區鹽行里仁愛街31~60號,39.75,住,,,10304,土地1建物1車位0,一層，二層，騎樓，地下層,007,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820428,247.01,3,1,2,有,有,6280000,25424,,0.0,0
永康區,土地,蜈蜞潭段2281~2310地號,1.0,住,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37030,0,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區中華路58巷61~90號,43.94,住,,,10303,土地1建物1車位1,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951215,160.99,3,2,2,有,有,4800000,29816,坡道平面,0.0,0
永康區,房地(土地+建物),臺南市永康區大橋里新興街35巷15弄1~30號,21.0,住,,,10303,土地1建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800123,80.8,3,2,2,有,有,3350000,41460,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區中華路301~330號,11.94,住,,,10303,土地1建物2車位1,五層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850129,125.21000000000001,3,2,2,有,有,5900000,47121,坡道機械,0.0,0
永康區,房地(土地+建物),臺南市永康區二王路155巷20弄1~30號,67.63,住,,,10303,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0700306,86.43,5,2,3,有,無,4300000,49751,,0.0,0
永康區,房地(土地+建物),臺南市永康區崑山里大灣路942巷121~150號,94.0,住,,,10303,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0720905,135.78,2,2,2,有,無,4800000,35351,,0.0,0
永康區,房地(土地+建物),臺南市永康區北灣里大灣路44巷42弄1~30號,75.6,住,,,10302,土地2建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0831215,150.88,6,2,3,有,無,6350000,42086,,0.0,0
永康區,房地(土地+建物),臺南市永康區富強路一段168巷78弄1~30號,113.06,住,,,10303,土地3建物1車位0,全,004,透天厝,住家用,見其他登記事項,1021231,195.23,5,2,4,有,無,7600000,38928,,0.0,0
永康區,房地(土地+建物),臺南市永康區富強路一段168巷80弄1~30號,105.93,住,,,10303,土地2建物1車位0,全,004,透天厝,住家用,見其他登記事項,1021231,198.92,4,2,3,有,無,8180000,41122,,0.0,0
永康區,土地,蔦松段541~570地號,556.0,工,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5682712,10221,,0.0,0
中西區,房地(土地+建物),臺南市中西區臺南市中山路8巷1~30號,30.09,商,,,10303,土地4建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0671012,113.8,4,1,2,有,無,1229103,10801,,0.0,0
中西區,房地(土地+建物),臺南市中西區武英街1~30號,113.0,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0560101,139.11,7,2,1,有,無,6600000,47444,,0.0,0
北區,土地,康祥段481~510地號,91.88,住,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2400000,26121,,0.0,0
安平區,房地(土地+建物),臺南市安平區永華八街193巷1~30號,10.79,住,,,10303,土地1建物1車位0,四層,006,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0811222,46.89,1,0,1,有,有,950000,20260,,0.0,0
安平區,土地,金城段31~60地號,655.0,住,,,10301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,66660000,101771,,0.0,0
安平區,房地(土地+建物),臺南市安平區建平六街90巷9弄1~30號,78.0,住,,,10303,土地1建物1車位0,全,005,透天厝,住家用,鋼筋混凝土構造,0801212,213.83,5,2,3,有,無,7000000,32736,,0.0,0
安南區,房地(土地+建物),臺南市安南區臺南市安南區育安一街121~150號,28.64,住,,,10304,土地1建物1車位0,三層,005,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1021015,106.64,2,2,1,有,無,5100000,47824,,0.0,0
安南區,土地,城西段661~690地號,3371.94,農,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7500000,2224,,0.0,0
南區,房地(土地+建物),臺南市南區公英三街31~60號,61.4,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,見其他登記事項,0560930,81.68,3,2,2,有,無,2600000,31832,,0.0,0
南區,土地,日新段511~540地號,0.3,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18624,0,,0.0,0
東區,房地(土地+建物),臺南市東區仁和路111巷31~60號,62.0,住,,,10302,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0620526,70.5,4,2,4,有,無,6600000,93617,,0.0,0
後壁區,土地,嘉泰段211~240地號,444.07,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,266000,599,,0.0,0
東山區,土地,二重溪段91~120地號,368.67,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,36860,100,,0.0,0
東山區,土地,崎子頭段871~900地號,1039.14,,山坡地保育區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250000,241,,0.0,0
官田區,土地,官田段631~660地號,73.0,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,408000,5589,,0.0,0
西港區,房地(土地+建物),臺南市西港區堀子頭61~90號,97.24,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1020425,196.71,4,2,3,有,無,6250000,31773,,0.0,0
將軍區,土地,忠興段121~150地號,3664.0,,特定農業區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3966459,1083,,0.0,0
將軍區,房地(土地+建物),臺南市將軍區三吉里31~60號,83.0,,鄉村區,乙種建築用地,10303,土地2建物1車位0,全,004,透天厝,住商用,鋼筋混凝土造,0830321,177.5,5,2,3,有,無,2800000,15775,,0.0,0
將軍區,建物,臺南市將軍區苓和里3鄰苓和1~30號,0.0,,,,10302,土地0建物1車位0,全,002,透天厝,住家用,鋼筋混凝土造,0701128,96.37,3,1,1,有,無,600000,6226,,0.0,0
將軍區,土地,巷口段一小段1201~1230地號,2500.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,1,有,無,2750000,1100,,0.0,0
七股區,土地,竹橋段481~510地號,1069.64,,特定農業區,甲種建築用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1069643,1000,,0.0,0
善化區,土地,六分寮段2071~2100地號,1949.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7211300,3700,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區大成路182巷31~60號,100.0,住,,,10303,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0990818,201.09,4,1,3,有,無,8000000,39783,,0.0,0
歸仁區,土地,八甲段3451~3480地號,1918.0,農,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23200000,12096,,0.0,0
仁德區,房地(土地+建物),臺南市仁德區後壁里德善路251巷1~30號,11.74,住,,,10303,土地1建物1車位0,二層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0891107,78.01,2,1,1,有,有,1680000,21536,,0.0,0
仁德區,土地,德南段841~870地號,34.1,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,597980,17536,,0.0,0
永康區,房地(土地+建物),臺南市永康區龍中街451~480號,87.0,住,,,10303,土地2建物1車位0,全,004,透天厝,見其他登記事項,見其他登記事項,1021122,201.09,5,2,5,有,無,10500000,52215,,0.0,0
永康區,房地(土地+建物),臺南市永康區復國一路181~210號,69.43,住,,,10303,土地2建物1車位0,全,002,透天厝,住家用,鋼筋混凝土造,0740307,101.64,2,2,2,有,無,4000000,39355,,0.0,0
永康區,房地(土地+建物),臺南市永康區勝學路260巷1~30號,11.0,住,,,10303,土地1建物1車位0,十層,012,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0880426,48.73,3,2,2,有,有,2600000,53355,,0.0,0
永康區,土地,永仁段661~690地號,71.44,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600256,22400,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區永興路91~120號,17.67,住,,,10302,土地1建物1車位1,五層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830322,202.56,5,2,3,有,有,3500000,17279,坡道平面,0.0,0
安平區,房地(土地+建物),臺南市安平區安平路446巷25弄1~30號,31.7,住,,,10303,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土構造,0840426,134.01,3,2,2,有,無,2000000,14924,,0.0,0
安南區,房地(土地+建物),臺南市安南區理安街31~60號,91.64,住,,,10303,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0711022,108.21,3,2,2,有,無,3500000,32345,,0.0,0
安南區,土地,新淵段751~780地號,41.77,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1389850,33274,,0.0,0
