area,things,location,size,ciy_part,non_city_part,non_city_sub,date,items,tranf,height,tpye,usage,material,compele_year,tranf_area,house,hall,toilet,part_house,org,total_price,price_per_m,car_tpye,car_area,car_price
中西區,房地(土地+建物),臺南市中西區信義街108巷31~60號,24.56,住,,,10303,土地2建物2車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0820515,109.11,3,2,2,有,有,2950000,27037,,0.0,0
安平區,房地(土地+建物),臺南市安平區永華四街17巷1~30號,94.0,住,,,10302,土地1建物1車位0,全,004,透天厝,見其他登記事項,見其他登記事項,1020227,271.41,5,2,4,有,無,16500000,60794,,0.0,0
安平區,土地,漁光段871~900地號,2799.87,商,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,447194880,159720,,0.0,0
北區,房地(土地+建物)+車位,臺南市北區西華街1~30號,62.56,商,,,10303,土地1建物1車位3,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030129,552.3,3,2,3,有,有,32200000,58302,坡道平面,0.0,0
北區,房地(土地+建物)+車位,臺南市北區西門路四段271~300號,16.2,商,,,10303,土地1建物1車位1,七層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0870815,160.16,3,2,2,有,有,6800000,42458,坡道平面,12.94,0
安平區,房地(土地+建物)+車位,臺南市安平區建平八街541~570號,7.71,住,,,10303,土地1建物1車位1,六層,026,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0870105,129.51,3,2,2,有,有,4300000,33202,坡道機械,0.0,0
安平區,房地(土地+建物),臺南市安平區建平十一街181~210號,129.0,住,,,10303,土地1建物1車位0,全,005,透天厝,住家用,見其他登記事項,1020128,385.13,5,2,5,有,無,24600000,63875,,0.0,0
中西區,房地(土地+建物),臺南市中西區民族路二段151~180號,78.71,商,,,10302,土地1建物1車位0,二層,013,辦公商業大樓,住商用,鋼筋混凝土構造,0780811,834.0600000000001,0,0,0,無,有,30000000,35969,,0.0,0
安平區,房地(土地+建物)+車位,臺南市安平區郡平路181~210號,16.56,住,,,10303,土地1建物1車位1,九層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0880622,156.34,3,2,2,有,有,4900000,31342,坡道平面,0.0,0
中西區,房地(土地+建物),臺南市中西區友愛街361~390號,0.19,商,,,10303,土地1建物1車位0,九層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0851127,32.24,1,1,1,有,有,620000,19231,,0.0,0
中西區,房地(土地+建物),臺南市中西區府前一街151~180號,16.91,住,,,10302,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0780112,60.13,2,2,1,有,無,700000,11641,,0.0,0
北區,房地(土地+建物),臺南市北區大興街233巷46弄61~90號,100.78,商,,,10302,土地1建物1車位0,一層，二層，三層，四層，五層，屋頂突出物,005,店面(店鋪),見其他登記事項,見其他登記事項,0950821,350.32,6,2,6,有,無,13800000,39393,,0.0,0
北區,房地(土地+建物)+車位,臺南市北區成功路22巷1~30號,47.12,商,,,10303,土地1建物1車位2,十一層,015,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1021128,438.89,3,2,2,有,有,27900000,63569,坡道平面,49.2,0
安平區,房地(土地+建物),臺南市安平區建平十七街121~150號,2.21,住,,,10303,土地1建物1車位0,七層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,28.25,1,0,1,有,無,620000,21947,,0.0,0
安南區,土地,海佃段1531~1560地號,315.41,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4260000,13506,,0.0,0
安南區,房地(土地+建物),臺南市安南區國安街156巷61~90號,99.97,住,,,10303,土地2建物1車位0,全,002,透天厝,住商用,鋼筋混凝土構造,0691108,97.0,4,2,3,有,無,8000000,82474,,0.0,0
安南區,房地(土地+建物),臺南市安南區公學路四段54巷1~30號,91.33,住,,,10304,土地1建物1車位0,全,002,透天厝,住商用,鋼筋混凝土構造,0811224,184.85,4,2,2,有,無,3300000,17852,,0.0,0
安南區,房地(土地+建物),臺南市安南區安中路一段698巷61~90號,41.99,住,,,10303,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土構造,0700907,99.55,2,2,2,有,無,1350000,13561,,0.0,0
安南區,房地(土地+建物),臺南市安南區北安一街1~30號,93.75,住,,,10303,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土構造,1020606,180.01,4,2,3,有,無,12000000,66663,,0.0,0
安南區,土地,原佃段391~420地號,363.63,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,15125,,0.0,0
安南區,房地(土地+建物),臺南市安南區安中路一段130巷1~30號,96.01,住,,,10303,土地1建物1車位0,全,003,透天厝,見其他登記事項,鋼筋混凝土構造,1021031,184.09,4,2,5,有,無,8800000,47803,,0.0,0
安南區,房地(土地+建物),臺南市安南區怡安路二段545巷1~30號,21.21,住,,,10303,土地1建物1車位0,二層，三層，騎樓，一層,017,公寓(5樓含以下無電梯),住商用,鋼筋混凝土構造,0850816,189.41000000000003,4,2,3,有,有,5380000,28404,,0.0,0
安南區,土地,原佃段871~900地號,3588.95,農,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22798650,6352,,0.0,0
安南區,房地(土地+建物),臺南市安南區安昌街119巷36弄1~30號,70.7,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土構造,0890705,157.79,4,2,2,有,無,4300000,27251,,0.0,0
安南區,土地,海西段511~540地號,149.32,農,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,358368,2400,,0.0,0
安南區,土地,布袋段391~420地號,893.26,農,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5100000,5709,,0.0,0
安南區,房地(土地+建物),臺南市安南區怡安路一段31~60號,72.0,住,,,10303,土地1建物1車位0,全,004,透天厝,住商用,鋼筋混凝土構造,0780802,171.72,4,2,3,有,無,4580000,26671,,0.0,0
安南區,房地(土地+建物),臺南市安南區安生街172巷1~30號,91.0,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0690915,90.44,4,1,4,有,無,4000000,44228,,0.0,0
安南區,房地(土地+建物),臺南市安南區府安路六段62巷31~60號,92.46,住,,,10303,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土構造,1021007,180.23,4,2,3,有,無,6898400,38276,,0.0,0
安南區,房地(土地+建物),臺南市安南區府安路六段62巷31~60號,92.46,住,,,10302,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土構造,1021007,180.23,4,2,3,有,無,6548400,36334,,0.0,0
安南區,房地(土地+建物),臺南市安南區府安路六段62巷61~90號,92.46,住,,,10303,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土構造,1021007,180.23,4,2,3,有,無,7048400,39108,,0.0,0
東區,房地(土地+建物),臺南市東區中華東路一段61~90號,11.47,住,,,10302,土地1建物1車位0,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0890822,117.82,3,2,2,有,有,3000000,25463,,0.0,0
東區,房地(土地+建物)+車位,臺南市東區仁和路139巷31~60號,20.45,住,,,10303,土地1建物1車位1,七層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0840810,121.21,3,1,2,有,有,4100000,33826,坡道機械,0.0,0
東區,房地(土地+建物),臺南市東區林森路二段192巷31~60號,87.0,住,,,10302,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0611026,109.32,4,2,2,有,無,5000000,45737,,0.0,0
東區,土地,裕東段421~450地號,161.86,住,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16402487,101337,,0.0,0
東區,房地(土地+建物),臺南市東區崇學路230巷91~120號,30.25,住,,,10303,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0691022,82.98,2,2,1,有,無,2220000,26753,,0.0,0
南區,房地(土地+建物),臺南市南區西門路一段300巷61~90號,83.42,住,,,10212,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土構造,1021014,209.51,3,1,5,有,無,10580000,50499,,0.0,0
南區,房地(土地+建物),臺南市南區新建路28巷1~30號,38.7,住,,,10303,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土構造,0711125,93.25,3,2,2,有,無,1100000,11796,,0.0,0
東區,房地(土地+建物),臺南市東區裕信路271~300號,76.97,住,,,10302,土地2建物1車位0,全,005,透天厝,見其他登記事項,鋼筋混凝土構造,0890124,219.56,4,2,3,有,有,10600000,48278,,0.0,0
東區,房地(土地+建物),臺南市東區裕豐街214巷61~90號,35.76,住,,,10303,土地3建物3車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0690726,136.52,4,4,3,有,無,2450000,17946,,0.0,0
南區,房地(土地+建物),臺南市南區金華里惠南街109巷1~30號,5.44,住,,,10303,土地1建物1車位0,六層,006,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0790412,25.299999999999997,1,0,1,有,無,300000,11858,,0.0,0
南區,房地(土地+建物),臺南市南區鯤鯓里鯤鯓路194巷1~30號,88.13,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0681205,89.3,4,2,3,有,無,3050000,34155,,0.0,0
新營區,房地(土地+建物),臺南市新營區南紙街117巷1~30號,23.21,住,,,10303,土地1建物1車位0,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840119,119.97999999999999,3,1,2,有,無,1750000,14586,,0.0,0
柳營區,土地,柳中段691~720地號,201.03,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3900000,19400,,0.0,0
新營區,土地,長榮段511~540地號,131.33,農,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2220000,16904,,0.0,0
新營區,土地,新營段721~750地號,128.0,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3484800,27225,,0.0,0
白河區,房地(土地+建物),臺南市白河區關嶺里關子嶺31~60號,53.46,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,鋼筋混凝土造,0810122,51.65,2,2,2,有,無,1270000,24589,,0.0,0
白河區,土地,糞箕湖段木屐寮小段661~690地號,785.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,3822,,0.0,0
白河區,土地,糞箕湖段木屐寮小段661~690地號,1254.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3880000,3094,,0.0,0
白河區,土地,糞箕湖段木屐寮小段571~600地號,9011.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100000,455,,0.0,0
白河區,土地,糞箕湖段木屐寮小段571~600地號,3326.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,451,,0.0,0
新營區,土地,東學段301~330地號,1725.66,其他,,,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4050000,2347,,0.0,0
東山區,土地,許秀才段871~900地號,1664.73,,鄉村區,乙種建築用地,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000000,6007,,0.0,0
佳里區,土地,佳里段391~420地號,253.0,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4200000,16601,,0.0,0
大內區,房地(土地+建物),臺南市大內區石城里石子瀨91~120號,126.0,住,,,10303,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0710222,209.14,4,3,3,有,無,1600000,7650,,0.0,0
佳里區,房地(土地+建物),臺南市佳里區安西里光復路361~390號,136.0,住,,,10303,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020327,280.05,3,3,4,有,無,25500000,91055,,0.0,0
佳里區,土地,佳里段2311~2340地號,141.0,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,17730,,0.0,0
佳里區,房地(土地+建物),臺南市佳里區忠仁里12鄰新生路31~60號,106.0,住,,,10303,土地1建物1車位0,全,001,透天厝,住家用,見其他登記事項,0970410,63.0,1,1,1,有,無,4450000,70635,,0.0,0
善化區,土地,善化段2821~2850地號,1988.0,農,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,6036,,0.0,0
善化區,土地,善化段2821~2850地號,2982.0,農,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19000000,6372,,0.0,0
新化區,房地(土地+建物),臺南市新化區太平街134巷31~60號,78.46,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0770523,128.23,4,2,3,有,無,3600000,28075,,0.0,0
善化區,房地(土地+建物),臺南市善化區小新里成功新村91~120號,24.37,住,,,10304,土地3建物1車位0,二層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830923,111.63,3,2,2,有,有,1650000,14781,,0.0,0
善化區,土地,胡厝寮段91~120地號,2910.0,,特定專用區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6402000,2200,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營91~120號,101.0,,特定農業區,甲種建築用地,10301,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,161.38,4,2,4,有,無,5500000,34081,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營91~120號,99.0,,特定農業區,甲種建築用地,10301,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,158.86,4,2,4,有,無,5350000,33677,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營91~120號,100.0,,特定農業區,甲種建築用地,10301,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,158.86,4,2,4,有,無,5300000,33363,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營91~120號,103.0,,特定農業區,甲種建築用地,10301,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,158.86,4,2,4,有,無,5350000,33677,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營91~120號,106.0,,特定農業區,甲種建築用地,10301,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,158.86,4,2,4,有,無,5350000,33677,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營91~120號,135.0,,特定農業區,甲種建築用地,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030124,161.5,4,2,4,有,無,5880000,36409,,0.0,0
新市區,房地(土地+建物),臺南市新化區社內91~120號,149.87,,鄉村區,乙種建築用地,10303,土地3建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0850315,204.69,4,2,3,有,無,6980000,34100,,0.0,0
左鎮區,土地,內庄子段211~240地號,6981.5,,一般農業區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4200000,602,,0.0,0
安定區,房地(土地+建物),臺南市安定區許中營1~30號,76.63,,鄉村區,乙種建築用地,10303,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0940712,197.41,4,2,3,有,無,4520000,22897,,0.0,0
仁德區,車位,臺南市仁德區德南路187巷1~30號,3.01,住,,,10203,土地0建物0車位1,,,其他,,,,34.56,0,0,0,有,有,340000,,坡道平面,34.56,340000
歸仁區,土地,歸仁北段361~390地號,108.96,商,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3018098,27699,,0.0,0
歸仁區,土地,大潭段181~210地號,1162.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3650000,3141,,0.0,0
仁德區,土地,林仔段781~810地號,14.17,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,405545,28620,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區文化里國光街151~180號,156.86,住,,,10212,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021028,347.22,5,2,4,有,無,12500000,36000,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區文化里國光街151~180號,145.8,住,,,10212,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021028,325.97,5,2,4,有,無,12500000,38347,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區文化里國光街151~180號,143.8,住,,,10212,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021028,325.97,5,2,4,有,無,12500000,38347,,0.0,0
新化區,土地,礁坑子段451~480地號,1101.0,,山坡地保育區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,727,,0.0,0
仁德區,土地,白崙段1~30地號,10439.8,商,,,10302,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,631607200,60500,,0.0,0
玉井區,土地,口宵里段421~450地號,6527.0,,一般農業區,農牧用地,10304,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6388770,979,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區中華二路340巷1~30號,19.22,住,,,10303,土地1建物1車位1,十一層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811016,148.03,3,2,2,有,有,5100000,34452,坡道平面,0.0,0
永康區,房地(土地+建物),臺南市永康區崑山街222巷31~60號,118.0,住,,,10303,土地1建物1車位0,全,004,透天厝,住家用,見其他登記事項,1021023,242.18,5,2,4,有,無,16000000,66067,,0.0,0
永康區,房地(土地+建物),臺南市永康區文化路211~240號,115.0,住,,,10303,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,0990129,294.42,5,2,5,有,無,15800000,53665,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區北灣里大灣路40巷209弄1~30號,21.31,住,,,10303,土地1建物1車位1,三層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830104,115.94999999999999,3,2,2,有,有,2800000,24148,坡道機械,0.0,0
永康區,房地(土地+建物),臺南市永康區中山南路544巷31~60號,136.23,住,,,10303,土地1建物1車位0,全,003,透天厝,住商用,鋼筋混凝土造,0790528,162.2,4,2,3,有,無,12800000,78915,,0.0,0
永康區,房地(土地+建物),臺南市永康區五王里中華路578巷1~30號,3.65,住,,,10303,土地2建物1車位0,六層,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800619,27.62,1,0,1,有,有,620000,22448,,0.0,0
永康區,房地(土地+建物)+車位,臺南市永康區六合里中華二路266巷1~30號,10.01,住,,,10303,土地1建物1車位1,十三層,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860128,124.07,3,2,2,有,有,3750000,30225,坡道機械,0.0,0
永康區,房地(土地+建物),臺南市永康區崑山里大仁街31~60號,89.0,住,,,10302,土地1建物1車位0,全,003,透天厝,住家用,,0710222,218.34,4,3,2,有,無,9100000,41678,,0.0,0
永康區,房地(土地+建物),臺南市永康區建平十七街121~150號,93.0,住,,,10303,土地1建物1車位0,全,004,透天厝,住家用,見其他登記事項,1020930,220.21,5,2,4,有,無,12280000,55765,,0.0,0
永康區,土地,大灣段7561~7590地號,111.0,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6715000,60495,,0.0,0
安平區,房地(土地+建物),臺南市安平區健康三街460巷61~90號,10.57,住,,,10302,土地1建物1車位0,一層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830722,135.89,3,2,2,有,有,4200000,30907,,0.0,0
安平區,房地(土地+建物),臺南市安平區國平路571~600號,10.4,商,,,10303,土地1建物1車位0,十二層,014,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0950406,123.91999999999999,4,2,2,有,有,4200000,33893,,0.0,0
安南區,房地(土地+建物),臺南市安南區惠安街161巷1~30號,111.0,住,,,10302,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0690909,90.9,4,2,3,有,無,6200000,68207,,0.0,0
安南區,房地(土地+建物),臺南市安南區同安路36巷31~60號,84.83,住,,,10303,土地1建物1車位0,全,003,透天厝,住商用,鋼筋混凝土構造,0821115,174.41,5,2,3,有,無,5500000,31535,,0.0,0
東區,房地(土地+建物),臺南市東區泉南里府連路260巷2弄31~60號,71.0,住,,,10302,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0630927,82.4,3,1,2,有,無,2100000,25485,,0.0,0
鹽水區,土地,天保厝段1021~1050地號,782.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,767,,0.0,0
東山區,土地,許秀才段2371~2400地號,4143.0,,特定農業區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4400000,1062,,0.0,0
東山區,土地,東山段1741~1770地號,1500.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,667,,0.0,0
新營區,土地,長榮段91~120地號,167.9,農,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,980061,5837,,0.0,0
七股區,土地,竹子港段1831~1860地號,1412.0,,特定農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2894600,2050,,0.0,0
仁德區,房地(土地+建物),臺南市仁德區上崙村德崙路77巷61~90號,20.17,住,,,10303,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830625,94.93,4,2,1,有,有,2120000,22332,,0.0,0
仁德區,土地,長興段631~660地號,273.68,住,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,5481,,0.0,0
新市區,土地,永安段211~240地號,93.24,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,32175,,0.0,0
永康區,房地(土地+建物),臺南市永康區忠義街44巷1~30號,75.44,住,,,10303,土地1建物1車位0,全,004,透天厝,住商用,鋼筋混凝土造,0770321,272.64,6,2,4,有,無,10000000,36678,,0.0,0
永康區,房地(土地+建物),臺南市永康區中正路256巷1~30號,14.72,住,,,10303,土地1建物1車位0,十一層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820824,86.33,3,2,2,有,有,2500000,28959,,0.0,0
關廟區,土地,深坑子段811~840地號,2490.0,,一般農業區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,1124,,0.0,0
仁德區,房地(土地+建物)+車位,臺南市仁德區和愛街1~30號,49.35,住,,,10301,土地1建物1車位1,八層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990422,157.43,3,2,2,有,有,3525986,22397,坡道平面,0.0,0
仁德區,房地(土地+建物)+車位,臺南市仁德區和愛街1~30號,47.2,住,,,10301,土地1建物1車位1,四層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990422,174.15,3,2,2,有,有,3786589,21743,坡道平面,0.0,0
永康區,土地,蜈蜞潭段241~270地號,76.0,住,,,10302,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2691920,35420,,0.0,0
永康區,房地(土地+建物),臺南市永康區鹽行路146巷6弄31~60號,73.95,住,,,10302,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0741216,100.71,3,2,2,有,無,4000000,39718,,0.0,0
中西區,房地(土地+建物),臺南市中西區保安路181~210號,20.0,住,,,10303,土地2建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0701231,100.72,2,1,1,有,無,1500000,14893,,0.0,0
北區,車位,臺南市北區北成路391~420號,0.0,,,,10303,土地0建物0車位1,,,其他,,,,31.99,0,0,0,有,有,850000,,坡道平面,0.0,850000
南區,房地(土地+建物),臺南市南區明興路1055巷17弄31~60號,116.13,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0810616,161.98,4,1,3,有,無,2188676,13512,,0.0,0
關廟區,土地,山西段511~540地號,64.0,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,39063,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區仁愛一街1~30號,112.9,住,,,10303,土地2建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0871221,213.51,5,2,3,有,無,4500000,21076,,0.0,0
南區,房地(土地+建物),臺南市南區西門路一段361~390號,99.0,住,,,10304,土地1建物1車位0,一層，二層，三層，騎樓，地下層,003,店面(店鋪),住商用,加強磚造,0640502,238.08,4,2,3,有,無,13800000,57964,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區民生南街二段277巷1~30號,15.5,,鄉村區,乙種建築用地,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0651101,25.88,3,2,2,有,無,454590,17565,,0.0,0
仁德區,房地(土地+建物),臺南市仁德區仁德里文心路58巷1~30號,79.18,商,,,10303,土地2建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0910503,167.27,4,2,3,有,無,8000000,47827,,0.0,0
龍崎區,土地,崎頂段331~360地號,6542.0,,山坡地保育區,農牧用地,10303,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,306,,0.0,0
安南區,土地,淵西段211~240地號,963.83,住,,,10302,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8313600,8626,,0.0,0
永康區,建物,臺南市永康區蔦松二街87巷30弄1~30號,0.0,,,,10303,土地0建物1車位0,全,003,透天厝,住家用,見其他登記事項,1021225,147.53,3,2,3,有,無,2340000,15861,,0.0,0
永康區,建物,臺南市永康區蔦松2街87巷30弄1~30號,0.0,,,,10303,土地0建物1車位0,全,003,透天厝,住家用,見其他登記事項,1021225,161.60999999999999,3,2,3,有,無,2380000,14727,,0.0,0
永康區,建物,臺南市永康區蔦松2街87巷30弄1~30號,0.0,,,,10303,土地0建物1車位0,全,003,透天厝,住家用,見其他登記事項,1021225,153.22,3,2,3,有,無,2450000,15990,,0.0,0
永康區,土地,蔦松段961~990地號,137.3,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4420000,32192,,0.0,0
永康區,土地,蔦松段961~990地號,145.3,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4360000,30007,,0.0,0
仁德區,房地(土地+建物)+車位,臺南市仁德區和愛街1~30號,49.35,住,,,10301,土地1建物1車位1,五層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990422,157.43,3,2,2,有,有,3525986,22397,坡道平面,0.0,0
仁德區,房地(土地+建物),臺南市仁德區中洲301~330號,100.23,,鄉村區,乙種建築用地,10303,土地2建物1車位0,全,002,透天厝,住商用,加強磚造,0701230,100.56,6,2,3,有,無,2850000,28341,,0.0,0
永康區,土地,文化段781~810地號,166.66,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,680000,4080,,0.0,0
新化區,房地(土地+建物),臺南市新化區民生路271~300號,99.28,住,,,10302,土地2建物1車位0,全,002,透天厝,住商用,加強磚造,0681102,106.8,5,2,3,有,無,3600000,33708,,0.0,0
歸仁區,房地(土地+建物),臺南市歸仁區媽廟二街15巷1~30號,531.0,,鄉村區,乙種建築用地,10303,土地2建物1車位0,全,002,透天厝,住家用,加強磚造,0691212,146.54,4,2,2,有,無,10000000,68241,,0.0,0
學甲區,房地(土地+建物),臺南市學甲區中山路91~120號,86.84,商,,,10302,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0771124,198.85,6,2,3,有,無,8300000,41740,,0.0,0
東山區,土地,崎子頭段1051~1080地號,1568.83,,山坡地保育區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,319,,0.0,0
